store_name,category,donation_rate,igive_url,actual_store_url
Hamilton Beach,General Retail & Shopping,2.4%,https://www.iGive.com/hamilton-beach,https://hamiltonbeach.com
Hampden Clothing,"Apparel, Shoes & Fashion",2.4%,https://www.iGive.com/hampden,https://www.hampden.com
Handy,General Retail & Shopping,Special Rate,https://www.iGive.com/handy,https://www.handy.com
Hanes,General Retail & Shopping,0.4%,https://www.iGive.com/hanes,Manual Check Required
Hansen Surfboards,General Retail & Shopping,2.4%,https://www.iGive.com/hansen-surfboards,Manual Check Required
Happsy,"Electronics, Software & Office",3.2%,https://www.iGive.com/happsy,https://happsy.com
Harry & David,General Retail & Shopping,0.8%,https://www.iGive.com/harryanddavid,https://www.harryanddavid.com
Harry's,General Retail & Shopping,0.4%,https://www.iGive.com/harrys,https://www.harrys.com
Hartmann,"Toys, Crafts, Books & Music",2.0%,https://www.iGive.com/hartmann,https://shop.hartmann.com
Harvey Nichols,General Retail & Shopping,0.8%,https://www.iGive.com/harvey-nichols,https://www.harveynichols.com
Hatley,General Retail & Shopping,1.6%,https://www.iGive.com/hatley,https://hatley.com
Hawaii Coffee Company,"Food, Wine & Gifts",4.0%,https://www.iGive.com/hawaii-coffee,https://hawaiicoffee.com
HBX,General Retail & Shopping,1.2%,https://www.iGive.com/hbx,https://hbx.com
HDIS,General Retail & Shopping,4.0%,https://www.iGive.com/hdis,Manual Check Required
"Health, Fitness and Longevity","Health, Beauty & Personal Care",6.0%,https://www.iGive.com/4hfl,Manual Check Required
Health-Ade,"Health, Beauty & Personal Care",2.0%,https://www.iGive.com/health-ade,https://health-ade.com
Health-o-Meter,"Health, Beauty & Personal Care",3.2%,https://www.iGive.com/health o meter,https://www.healthometer.com
Health-o-Meter Nuyu,"Health, Beauty & Personal Care",3.2%,https://www.iGive.com/health o meter-nuyu,Manual Check Required
HealthyBaby,"Health, Beauty & Personal Care",1.6%,https://www.iGive.com/healthybaby,https://healthybaby.com
HearthSong,"Toys, Crafts, Books & Music",2.0%,https://www.iGive.com/hearth-song,https://www.hearthsong.com
Heartland Veterinary Supply,Pets & Animals,2.4%,https://www.iGive.com/heartland-vet-supply,Manual Check Required
Heist,General Retail & Shopping,2.8%,https://www.iGive.com/heist,https://heist.com:443
HelloMolly,General Retail & Shopping,1.2%,https://www.iGive.com/hello-molly,https://www.hellomolly.com
Helmm,General Retail & Shopping,4.0%,https://www.iGive.com/helmm,https://www.helmm.com
Hemp Bombs,General Retail & Shopping,4.0%,https://www.iGive.com/hemp-bombs,Manual Check Required
Henry's,General Retail & Shopping,0.4%,https://www.iGive.com/henrys,https://www.henrys.com
HerRoom,General Retail & Shopping,1.6%,https://www.iGive.com/herroom,Manual Check Required
Herschel Supply Company,General Retail & Shopping,1.6%,https://www.iGive.com/herschel,https://herschel.com
Hertz,General Retail & Shopping,1.2%,https://www.iGive.com/hertz,https://www.hertz.com
Heshi,General Retail & Shopping,6.4%,https://www.iGive.com/heshi,Manual Check Required
Hickory Farms,General Retail & Shopping,2.0%,https://www.iGive.com/hickory-farms,https://www.hickoryfarms.com
Hidden 24,General Retail & Shopping,Special Rate,https://www.iGive.com/hidden24,https://www.hidden24.com
Highlights For Children,Pets & Animals,1.6%,https://www.iGive.com/highlights-catalog,Manual Check Required
Hipstik Legwear,"Apparel, Shoes & Fashion",4.4%,https://www.iGive.com/hipstik,https://hipstiks.com
HisRoom,General Retail & Shopping,1.6%,https://www.iGive.com/his-room,https://www.his-room.com
HobbyTron,"Toys, Crafts, Books & Music",4.8%,https://www.iGive.com/hobbytron,https://hobbytron.com
HockeyMonkey,General Retail & Shopping,0.8%,https://www.iGive.com/hockeymonkey,https://www.hockeymonkey.com
Holabird Sports,"Sports, Outdoors & Fitness",2.0%,https://www.iGive.com/holabird-sports,https://www.holabirdsports.com
Holiday Inn,General Retail & Shopping,1.6%,https://www.iGive.com/holiday-inn,Manual Check Required
Holiday Inn Express,General Retail & Shopping,1.6%,https://www.iGive.com/hiexpress,Manual Check Required
Holmes,General Retail & Shopping,2.4%,https://www.iGive.com/Holmes,Manual Check Required
Home Chef,"Home, Garden & Appliances",Special Rate,https://www.iGive.com/homechef,https://www.homechef.com
Home Depot,"Home, Garden & Appliances",0.4%,https://www.iGive.com/homedepot,Manual Check Required
Homesick Candles,"Home, Garden & Appliances",2.4%,https://www.iGive.com/homesick,https://homesick.com
Horizon Fitness,"Sports, Outdoors & Fitness",2.0%,https://www.iGive.com/horizon-fitness,https://www.horizonfitness.com
Horse.com,General Retail & Shopping,1.6%,https://www.iGive.com/horse,https://www.horse.com
HorseLoverZ,General Retail & Shopping,2.8%,https://www.iGive.com/HorseLoverZ,https://www.horseloverz.com
HostPapa,General Retail & Shopping,6.0%,https://www.iGive.com/hostpapa,https://www.hostpapa.com
Hot Shot's Secret,General Retail & Shopping,3.2%,https://www.iGive.com/hot-shots-secret,https://www.hotshotsecret.com
Hot Topic,General Retail & Shopping,0.4%,https://www.iGive.com/hot-topic,https://www.hottopic.com
Hotel Indigo,"Travel, Hotels & Vehicles",1.6%,https://www.iGive.com/hotel-indigo,Manual Check Required
Hotelogical,"Travel, Hotels & Vehicles",1.2%,https://www.iGive.com/awin.hotelogical,https://www.hotelogical.com
Hotelopia,"Travel, Hotels & Vehicles",2.0%,https://www.iGive.com/hotelopia,Manual Check Required
Hotels.com,"Travel, Hotels & Vehicles",0.8%,https://www.iGive.com/Hotels,Manual Check Required
Hover,General Retail & Shopping,10.0%,https://www.iGive.com/hover,https://www.hover.com
HQhair,"Health, Beauty & Personal Care",2.0%,https://www.iGive.com/hqhair,https://www.lookfantastic.com
HRdirect,General Retail & Shopping,6.0%,https://www.iGive.com/hrdirect,Manual Check Required
HSN,General Retail & Shopping,3.2%,https://www.iGive.com/hsn,Manual Check Required
Hue,"Apparel, Shoes & Fashion",0.4%,https://www.iGive.com/hue,https://hue.com
Hydrow,General Retail & Shopping,1.2%,https://www.iGive.com/hydrow,https://hydrow.com
I Saw It First,General Retail & Shopping,0.4%,https://www.iGive.com/isawitfirst,Manual Check Required
i-Blason,General Retail & Shopping,3.2%,https://www.iGive.com/i-blason,https://www.i-blason.com
IBEROSTAR USA,General Retail & Shopping,2.8%,https://www.iGive.com/iberostar,Manual Check Required
IBSformula,"Health, Beauty & Personal Care",6.0%,https://www.iGive.com/ibs-formula,https://www.supernaturalshealth.com
iCheapFlight,"Travel, Hotels & Vehicles",Special Rate,https://www.iGive.com/icheap-flight,Manual Check Required
IDENTILOCK,General Retail & Shopping,4.0%,https://www.iGive.com/getidentilock,https://getidentilock.com
iHerb,General Retail & Shopping,2.0%,https://www.iGive.com/iherb,Manual Check Required
IHG Hotels & Resorts,"Travel, Hotels & Vehicles",1.6%,https://www.iGive.com/ihg,Manual Check Required
Illy Cafe,General Retail & Shopping,1.6%,https://www.iGive.com/illy,Manual Check Required
ILoveDooney,General Retail & Shopping,1.6%,https://www.iGive.com/i-love-dooney,https://www.ilovedooney.com
Impromptu Gourmet,"Food, Wine & Gifts",1.6%,https://www.iGive.com/impromptu-gourmet,Manual Check Required
InkCartridges,"Electronics, Software & Office",6.4%,https://www.iGive.com/ink-cartridges,https://www.inkcartridges.com
Inkopious,"Electronics, Software & Office",4.0%,https://www.iGive.com/inkopious,https://inkopious.com
Insight Vacations,Pets & Animals,2.0%,https://www.iGive.com/insight-vacations,https://www.insightvacations.com
Instacart,"Travel, Hotels & Vehicles",Special Rate,https://www.iGive.com/instacart,https://www.instacart.com
Intechra Health,"Health, Beauty & Personal Care",8.0%,https://www.iGive.com/intechra-health,https://intechrahealth.com
Intego Mac Software,"Electronics, Software & Office",20.0%,https://www.iGive.com/intego,https://www.intego.com
International Wine of the Month Club,"Food, Wine & Gifts",Special Rate,https://www.iGive.com/International-Wine-of-the-Month-Club,Manual Check Required
Intimina,General Retail & Shopping,4.0%,https://www.iGive.com/intimina,https://www.intimina.com
Investintech,"Electronics, Software & Office",12.0%,https://www.iGive.com/investintech,https://www.investintech.com
Invigorated Water,General Retail & Shopping,6.0%,https://www.iGive.com/invigorated-water,https://invigoratedwater.com
iolo technologies,"Electronics, Software & Office",24.0%,https://www.iGive.com/iolo,https://www.iolo.com
iRobot,General Retail & Shopping,0.8%,https://www.iGive.com/irobot,https://www.irobot.com
ISA Professional,General Retail & Shopping,4.0%,https://www.iGive.com/isa-professional,https://www.isa-professional.com
Isle Casino Hotel Waterloo,"Travel, Hotels & Vehicles",2.0%,https://www.iGive.com/isle-waterloo,Manual Check Required
Isotonix,General Retail & Shopping,2.0%,https://www.iGive.com/isotonix,Manual Check Required
IWED Global,General Retail & Shopping,Special Rate,https://www.iGive.com/iwed,https://www.iwed.com
IWOOT,General Retail & Shopping,0.4%,https://www.iGive.com/iwantoneofthose,https://iwantoneofthose.com
J&P Cycles,"Sports, Outdoors & Fitness",0.8%,https://www.iGive.com/jp-cycles,https://www.jpcycles.com
J. Crew Factory,General Retail & Shopping,1.2%,https://www.iGive.com/factory.jcrew,Manual Check Required
Jachs NY,General Retail & Shopping,2.4%,https://www.iGive.com/jachs-ny,https://www.jachsny.com
Jack Rogers,General Retail & Shopping,2.0%,https://www.iGive.com/jackrogers,Manual Check Required
JacksonGalaxy.com,General Retail & Shopping,3.2%,https://www.iGive.com/jackson-galaxy,https://www.jacksongalaxy.com
jAlbum,General Retail & Shopping,4.0%,https://www.iGive.com/jalbum,Manual Check Required
JanSport,General Retail & Shopping,0.8%,https://www.iGive.com/jansport,https://www.jansport.com
Jayson Home,"Home, Garden & Appliances",2.4%,https://www.iGive.com/jayson-home,https://www.jaysonhome.com
JCPenney,General Retail & Shopping,1.2%,https://www.iGive.com/jcpenney,https://www.jcpenney.com
JCWhitney,General Retail & Shopping,0.4%,https://www.iGive.com/JC-Whitney,https://www.jcwhitney.com
JellyBuddy,General Retail & Shopping,0.8%,https://www.iGive.com/jelly-buddy,Manual Check Required
JerkFit,General Retail & Shopping,2.0%,https://www.iGive.com/jerkfit,https://jerkfit.com
Jetson,General Retail & Shopping,2.0%,https://www.iGive.com/jetson,https://jetson.com
Jewlr,General Retail & Shopping,0.8%,https://www.iGive.com/jewlr,https://www.jewlr.com
JINsoon,General Retail & Shopping,1.6%,https://www.iGive.com/jinsoon,https://jinsoon.com
Jo Malone London,General Retail & Shopping,2.4%,https://www.iGive.com/jo-malone,https://www.jo-malone.com
Job Ready Programmer,General Retail & Shopping,4.0%,https://www.iGive.com/job-ready,https://www.job-ready.com
JOE'S,"Apparel, Shoes & Fashion",2.0%,https://www.iGive.com/joesjeans,https://www.joesjeans.com
Joe's New Balance Outlet,General Retail & Shopping,0.8%,https://www.iGive.com/joes-new-balance-outlet,Manual Check Required
John Hardy Jewelry,"Apparel, Shoes & Fashion",1.2%,https://www.iGive.com/john-hardy-jewelry,Manual Check Required
Johnston & Murphy,General Retail & Shopping,2.8%,https://www.iGive.com/johnston-murphy,https://www.johnstonmurphy.com
JosABank.com,General Retail & Shopping,1.2%,https://www.iGive.com/jos-a-bank,Manual Check Required
Journeys,General Retail & Shopping,2.4%,https://www.iGive.com/journeys,https://www.journeys.com
JTV Jewelry Television,"Apparel, Shoes & Fashion",0.4%,https://www.iGive.com/jewelrytelevision,https://www.jtv.com
JUARA Skincare,"Health, Beauty & Personal Care",4.0%,https://www.iGive.com/juara,https://www.juaraskincare.com
Jumpsport,General Retail & Shopping,0.8%,https://www.iGive.com/jumpsport,https://www.jumpsport.com
JunoActive,"Sports, Outdoors & Fitness",1.2%,https://www.iGive.com/junoactive,https://junoactive.com
Just Blinds,"Home, Garden & Appliances",0.8%,https://www.iGive.com/just-blinds,Manual Check Required
Just CBD,"Health, Beauty & Personal Care",7.2%,https://www.iGive.com/justcbd,https://www.justcbd.com
JustAnswer,General Retail & Shopping,Special Rate,https://www.iGive.com/just-answer,Manual Check Required
Justice,General Retail & Shopping,2.0%,https://www.iGive.com/justice,https://www.findlaw.com
Kaplan MD,General Retail & Shopping,4.0%,https://www.iGive.com/kaplan-md,https://www.kaplanmd.com
Kaplan Test Prep,General Retail & Shopping,1.2%,https://www.iGive.com/kaplan,Manual Check Required
Karl's Bait and Tackle,General Retail & Shopping,Special Rate,https://www.iGive.com/karls,https://karls.de
Karmaloop,General Retail & Shopping,2.4%,https://www.iGive.com/karmaloop,https://www.karmaloop.com
Karuna,"Sports, Outdoors & Fitness",4.0%,https://www.iGive.com/karuna,Manual Check Required
Kat Von D Beauty,"Health, Beauty & Personal Care",2.4%,https://www.iGive.com/kat-von-d-beauty,Manual Check Required
Kay Jewelers,General Retail & Shopping,0.8%,https://www.iGive.com/kay,Manual Check Required
Keds,General Retail & Shopping,3.2%,https://www.iGive.com/keds,https://www.keds.com
Keeper Security,"Electronics, Software & Office",4.0%,https://www.iGive.com/keeper-security,https://www.keepersecurity.com
Kenneth Cole,General Retail & Shopping,6.8%,https://www.iGive.com/kenneth-cole,https://www.kennethcole.com
Kerastase,General Retail & Shopping,2.4%,https://www.iGive.com/kerastase-usa,Manual Check Required
Kerastase Canada,General Retail & Shopping,2.4%,https://www.iGive.com/kerastas,Manual Check Required
Keto Cycle,"Sports, Outdoors & Fitness",Special Rate,https://www.iGive.com/keto-cycle,Manual Check Required
Keurig,General Retail & Shopping,1.6%,https://www.iGive.com/keurig,Manual Check Required
kidpik,General Retail & Shopping,4.0%,https://www.iGive.com/kidpik,https://www.kidpik.com
Kids Foot Locker,General Retail & Shopping,1.6%,https://www.iGive.com/kids-foot-locker,Manual Check Required
KidsShoes by plae,"Apparel, Shoes & Fashion",0.4%,https://www.iGive.com/kidsshoes,https://www.kidsshoes.com
Kiehl's,General Retail & Shopping,3.2%,https://www.iGive.com/kiehls,Manual Check Required
Kindred Bravely,"Apparel, Shoes & Fashion",0.4%,https://www.iGive.com/kindred-bravely,https://www.kindredbravely.com
Kingsbottle,General Retail & Shopping,2.0%,https://www.iGive.com/kingsbottle,https://kingsbottle.com
KitchenAid Major Appliances,"Electronics, Software & Office",0.8%,https://www.iGive.com/kitchenaid,Manual Check Required
KiwiCo,General Retail & Shopping,4.0%,https://www.iGive.com/Kiwi-Crate,https://www.kiwico.com:443
Kiyonna Clothing,"Apparel, Shoes & Fashion",3.2%,https://www.iGive.com/kiyonna,https://www.kiyonna.com
Knights Inn,General Retail & Shopping,1.2%,https://www.iGive.com/knights-inn,https://www.knightsinn.com
Knose,General Retail & Shopping,4.0%,https://www.iGive.com/knose,https://www.knose.com
Kohl's,General Retail & Shopping,1.2%,https://www.iGive.com/kohls,Manual Check Required
Koi Footwear,"Apparel, Shoes & Fashion",0.4%,https://www.iGive.com/koi-footwear,https://www.koifootwear.com
Kole Imports,General Retail & Shopping,1.2%,https://www.iGive.com/kole-imports,https://www.koleimports.com
Kooding,General Retail & Shopping,2.8%,https://www.iGive.com/kooding,Manual Check Required
Kora,General Retail & Shopping,2.4%,https://www.iGive.com/kora,https://kora.com
Korres,General Retail & Shopping,2.0%,https://www.iGive.com/korres,https://www.korres.com
Kremp Florist,"Food, Wine & Gifts",1.4%,https://www.iGive.com/kremp,https://www.kremp.com
Kuhl,General Retail & Shopping,2.4%,https://www.iGive.com/kuhl,https://www.kuhl.com
Kut from the Kloth,General Retail & Shopping,3.2%,https://www.iGive.com/kut,https://www.kut.com
Kwiat,General Retail & Shopping,2.0%,https://www.iGive.com/kwiat,https://kwiat.com
L'Occitane,General Retail & Shopping,1.0%,https://www.iGive.com/loccitane,https://www.loccitane.com
L.L. Bean,General Retail & Shopping,1.2%,https://www.iGive.com/ll-bean,https://www.llbean.com
La Roche Posay,General Retail & Shopping,3.2%,https://www.iGive.com/la-roche-posay,https://www.larocheposay.com
La Senza,"Apparel, Shoes & Fashion",2.8%,https://www.iGive.com/la-senza,https://www.lasenza.com
Lab Series,General Retail & Shopping,3.2%,https://www.iGive.com/lab-series,https://www.labseries.com
Lacrosse Monkey,General Retail & Shopping,0.8%,https://www.iGive.com/lacrosse-monkey,https://www.lacrossemonkey.com
Lancer,General Retail & Shopping,0.8%,https://www.iGive.com/lancer,https://www.atom.com
Lands' End,General Retail & Shopping,1.6%,https://www.iGive.com/landsend,Manual Check Required
Lands' End Outfitters,"Apparel, Shoes & Fashion",3.2%,https://www.iGive.com/business.landsend,Manual Check Required
LaneBryant.com,General Retail & Shopping,0.8%,https://www.iGive.com/lane-bryant,https://www.lanebryant.com
Lattelier Store,General Retail & Shopping,4.0%,https://www.iGive.com/lattelier,https://www.lattelier.com
Lauren Moshi,General Retail & Shopping,1.2%,https://www.iGive.com/lauren-moshi,https://www.laurenmoshi.com
Layla,General Retail & Shopping,2.0%,https://www.iGive.com/layla,Manual Check Required
LazyOne,General Retail & Shopping,3.2%,https://www.iGive.com/lazyone,https://lazyone.com
Le Creuset,General Retail & Shopping,1.6%,https://www.iGive.com/le-creuset,https://www.lecreuset.com
Lebua Hotels & Resorts,"Travel, Hotels & Vehicles",2.0%,https://www.iGive.com/lebua,Manual Check Required
LED Equipped,General Retail & Shopping,2.8%,https://www.iGive.com/led-equipped,https://www.ledequipped.com
LegalZoom,General Retail & Shopping,2.0%,https://www.iGive.com/legalzoom,https://www.legalzoom.com
Legion Athletics,"Sports, Outdoors & Fitness",2.4%,https://www.iGive.com/legion,https://legionathletics.com
LELO,General Retail & Shopping,0.4%,https://www.iGive.com/lelo,https://www.lelo.com
Lenovo (Canada),General Retail & Shopping,1.2%,https://www.iGive.com/lenovo-CA,Manual Check Required
Lenovo US,General Retail & Shopping,0.8%,https://www.iGive.com/lenovo,https://www.lenovo.com
Lensabl,"Health, Beauty & Personal Care",4.0%,https://www.iGive.com/lensabl,https://www.lensabl.com
LensPure,"Health, Beauty & Personal Care",3.2%,https://www.iGive.com/lens-pure,https://www.lenspure.com
Leonisa,General Retail & Shopping,1.6%,https://www.iGive.com/leonisa,https://www.leonisa.com
Lepulse,General Retail & Shopping,6.0%,https://www.iGive.com/lepulse,https://lepulse.com
Les Nereides,General Retail & Shopping,4.0%,https://www.iGive.com/les-nereides,https://www.lesnereides.com
Levenger,General Retail & Shopping,2.4%,https://www.iGive.com/levenger,https://www.levenger.com
Levi's,General Retail & Shopping,0.8%,https://www.iGive.com/levi,Manual Check Required
Lids.ca,General Retail & Shopping,0.8%,https://www.iGive.com/lid,https://www.lid.com
Lids.com,General Retail & Shopping,0.8%,https://www.iGive.com/lids,Manual Check Required
Life Clothing Co.,"Apparel, Shoes & Fashion",8.0%,https://www.iGive.com/life-clothing,Manual Check Required
Life is Good,General Retail & Shopping,3.2%,https://www.iGive.com/life-is-good,https://lifeisgood.com
Life Line Screening,General Retail & Shopping,Special Rate,https://www.iGive.com/life-line,https://www.lifeline.com
LifeStride,General Retail & Shopping,1.2%,https://www.iGive.com/lifestride,https://www.lifestride.com
LightInTheBox,General Retail & Shopping,3.2%,https://www.iGive.com/Light-In-The-Box,Manual Check Required
Lillian Vernon,General Retail & Shopping,1.2%,https://www.iGive.com/lillian-vernon,https://www.lillianvernon.com
Lilly Pulitzer,General Retail & Shopping,0.4%,https://www.iGive.com/lilly-pulitzer,https://www.lillypulitzer.com
LILYSILK,General Retail & Shopping,3.2%,https://www.iGive.com/lilysilk,https://www.lilysilk.com
Lindt Chocolates,"Food, Wine & Gifts",1.6%,https://www.iGive.com/lindt,https://www.lindt.ch
LinensBargains,General Retail & Shopping,3.2%,https://www.iGive.com/linens-bargains,Manual Check Required
Link Interactive,"Electronics, Software & Office",Special Rate,https://www.iGive.com/link-interactive,https://www.linkinteractive.com
Little Tikes,General Retail & Shopping,1.4%,https://www.iGive.com/littletikes,https://www.littletikes.com
Little Words Project,General Retail & Shopping,2.0%,https://www.iGive.com/little-words,https://www.littlewords.com
LittleMissMatched,General Retail & Shopping,4.0%,https://www.iGive.com/littlemissmatched,https://www.littlemissmatched.com
Living DNA,General Retail & Shopping,2.8%,https://www.iGive.com/living-dna,https://livingdna.com:443
LOL Jerky,General Retail & Shopping,6.4%,https://www.iGive.com/lol-jerky,Manual Check Required
LOLShirts,"Apparel, Shoes & Fashion",2.0%,https://www.iGive.com/LOL-shirts,https://www.lolshirts.com
LOOK OPTIC,"Health, Beauty & Personal Care",1.6%,https://www.iGive.com/look-optic,https://www.lookoptic.com
Lookfantastic,General Retail & Shopping,0.4%,https://www.iGive.com/lookfantastic,https://www.lookfantastic.com
Looking4Parking,General Retail & Shopping,2.0%,https://www.iGive.com/looking-4-parking,https://www.looking4parking.com
Lorex Technology,"Electronics, Software & Office",0.8%,https://www.iGive.com/Lorex-Technology,https://www.lorex.com
Lovedbaby,General Retail & Shopping,2.0%,https://www.iGive.com/lovedbaby,https://www.lovedbaby.com
Lovehoney,General Retail & Shopping,1.6%,https://www.iGive.com/lovehoney,Manual Check Required
LovelyWholesale,General Retail & Shopping,3.2%,https://www.iGive.com/lovelywholesale,https://www.lovelywholesale.com
Lucky Brand,"Apparel, Shoes & Fashion",1.6%,https://www.iGive.com/lucky-brand,Manual Check Required
Lucky Orange,General Retail & Shopping,20.0%,https://www.iGive.com/lucky-orange,Manual Check Required
Lugz,General Retail & Shopping,1.6%,https://www.iGive.com/lugz,https://www.lugz.com
Lula's Garden,"Home, Garden & Appliances",4.0%,https://www.iGive.com/lulas-garden,https://www.lulasgarden.com
Lumens,General Retail & Shopping,2.4%,https://www.iGive.com/lumens,https://www.lumens.com
Lumin,General Retail & Shopping,2.4%,https://www.iGive.com/lumin,https://www.lumin.com
Luvme Hair,"Health, Beauty & Personal Care",2.0%,https://www.iGive.com/luvme,https://shop.luvmehair.com
LuxeDH,General Retail & Shopping,0.8%,https://www.iGive.com/luxe-dh,https://www.luxedh.com
Luxor Linens,General Retail & Shopping,4.0%,https://www.iGive.com/luxor-linens,https://luxorlinens.com
Mackenzie Limited,General Retail & Shopping,1.6%,https://www.iGive.com/mackenzie-limited,Manual Check Required
MacPaw,General Retail & Shopping,20.0%,https://www.iGive.com/mac-paw,https://macpaw.com:443
Macy's,General Retail & Shopping,1.2%,https://www.iGive.com/Macy's,Manual Check Required
Made By Hemp,General Retail & Shopping,6.0%,https://www.iGive.com/made-by-hemp,https://madebyhemp.com
Madewell,General Retail & Shopping,0.6%,https://www.iGive.com/madewell,Manual Check Required
Magazine.co.uk,General Retail & Shopping,Special Rate,https://www.iGive.com/magazine-uk,Manual Check Required
Magazines.com,General Retail & Shopping,4.0%,https://www.iGive.com/magazines,https://www.magazines.com
Magellan's Travel Supplies,"Travel, Hotels & Vehicles",2.0%,https://www.iGive.com/magellans,https://www.magellans.com
MagicKitchen.com,"Home, Garden & Appliances",4.0%,https://www.iGive.com/magic-kitchen,https://www.magickitchen.com
Magoosh,General Retail & Shopping,3.2%,https://www.iGive.com/toefl.magoosh,https://magoosh.com
Maidenform,General Retail & Shopping,0.4%,https://www.iGive.com/maidenform,Manual Check Required
MAKANAI Japanese Pure Beauty,"Health, Beauty & Personal Care",6.0%,https://www.iGive.com/Makanai,Manual Check Required
Mally Beauty,"Health, Beauty & Personal Care",3.2%,https://www.iGive.com/mally,https://mallybeauty-co-uk.myshopify.com
Manitoba Harvest,General Retail & Shopping,2.4%,https://www.iGive.com/manitoba,https://manitobaharvest.com
Mankind,General Retail & Shopping,1.2%,https://www.iGive.com/Mankind,https://www.mankind.com
Manuka Doctor,General Retail & Shopping,3.2%,https://www.iGive.com/manuka-doctor,https://www.manukadoctor.com
Maps.com Shop,General Retail & Shopping,4.0%,https://www.iGive.com/maps,https://www.maps.com
Marc Jacobs,General Retail & Shopping,0.4%,https://www.iGive.com/marc-jacobs,https://www.marcjacobs.com
Marcelle,General Retail & Shopping,2.4%,https://www.iGive.com/marcelle,https://marcelle.com
Margaritaville Cargo,"Travel, Hotels & Vehicles",2.4%,https://www.iGive.com/margaritavillecargo,https://www.margaritavillecargo.com
Marika,General Retail & Shopping,1.6%,https://www.iGive.com/marika,https://www.marika.com
Marimekko,General Retail & Shopping,3.2%,https://www.iGive.com/marimekko,https://www.marimekko.com
Marks & Spencer,General Retail & Shopping,0.8%,https://www.iGive.com/marks-and-spencer,https://www.marksandspencer.com
Mars Med Supply,General Retail & Shopping,4.0%,https://www.iGive.com/mars-med,https://marsmed.com
Master of Project Academy,General Retail & Shopping,6.0%,https://www.iGive.com/master-project,https://masterofprojectacademy.com
Matisse Footwear,"Apparel, Shoes & Fashion",3.2%,https://www.iGive.com/matisse,https://www.matisse.com
Matt & Nat,General Retail & Shopping,1.6%,https://www.iGive.com/matt-and-nat,https://mattandnat.com
Mattress Firm,"Home, Garden & Appliances",2.0%,https://www.iGive.com/mattress-firm,https://www.mattressfirm.com
Mavi Jeans,"Apparel, Shoes & Fashion",1.6%,https://www.iGive.com/mavi,https://us.mavi.com
MaXpeedingrods,General Retail & Shopping,4.0%,https://www.iGive.com/maxpeedingrods,https://www.maxpeedingrods.com
McAfee,"Home, Garden & Appliances",14.0%,https://www.iGive.com/home.mcafee,https://www.homemcafee.com
MCM World Wide,General Retail & Shopping,0.8%,https://www.iGive.com/MCM-World-Wide,https://www.mcmworldwide.com
Mead,General Retail & Shopping,2.2%,https://www.iGive.com/mead,Manual Check Required
MEL Science,General Retail & Shopping,Special Rate,https://www.iGive.com/MEL-science,https://melscience.com:443
Melinda Maria Designs,General Retail & Shopping,3.2%,https://www.iGive.com/melinda-maria,https://www.melindamaria.com
Melissa and Doug,General Retail & Shopping,2.4%,https://www.iGive.com/melissa-and-doug,https://www.melissaanddoug.com
MELT Method,General Retail & Shopping,4.0%,https://www.iGive.com/melt-method,https://meltmethod.com
Men's Wearhouse,"Apparel, Shoes & Fashion",1.2%,https://www.iGive.com/mens-wearhouse,Manual Check Required
Michael Kors,General Retail & Shopping,0.8%,https://www.iGive.com/michael-kors,Manual Check Required
Michael Stars,"Toys, Crafts, Books & Music",2.0%,https://www.iGive.com/michael-stars,https://www.michaelstars.com
"Michaels Stores, Inc.","Toys, Crafts, Books & Music",2.0%,https://www.iGive.com/michaels,https://www.michaels.com
Michele,General Retail & Shopping,0.4%,https://www.iGive.com/michele,Manual Check Required
Microbrewed Beer of the Month Club,General Retail & Shopping,Special Rate,https://www.iGive.com/beermonthclub,https://www.beermonthclub.com
Microsoft Store Canada,General Retail & Shopping,0.4%,https://www.iGive.com/microsoft,https://www.microsoft.com
Mighty Leaf Tea,"Food, Wine & Gifts",1.6%,https://www.iGive.com/mighty-leaf-tea,Manual Check Required
MightyCall,General Retail & Shopping,Special Rate,https://www.iGive.com/mightycall,https://www.mightycall.com
Mignon Faget,General Retail & Shopping,0.4%,https://www.iGive.com/mignon-faget,https://www.mignonfaget.com
Mikasa.com,General Retail & Shopping,2.4%,https://www.iGive.com/mikasa,https://www.mikasa.com
Miles Kimball,General Retail & Shopping,2.4%,https://www.iGive.com/miles-kimball,Manual Check Required
Millennium & Copthorne Hotels,"Travel, Hotels & Vehicles",1.2%,https://www.iGive.com/millenniumcopthorne-hotels,Manual Check Required
Mint Mobile,"Electronics, Software & Office",Special Rate,https://www.iGive.com/mint-mobile,Manual Check Required
Mio Skincare,"Health, Beauty & Personal Care",2.4%,https://www.iGive.com/Mio-Skincare,Manual Check Required
Miracle Noodle,General Retail & Shopping,4.0%,https://www.iGive.com/miracle-noodle,https://miraclenoodle.com
Miraclesuit,General Retail & Shopping,0.8%,https://www.iGive.com/miraclesuit,https://www.miraclesuit.com
Mission Farms CBD,"Health, Beauty & Personal Care",6.0%,https://www.iGive.com/mission-farms,https://www.mission-farms.com
Mixbook,"Toys, Crafts, Books & Music",2.4%,https://www.iGive.com/mixbook,https://www.mixbook.com
MLBshop,General Retail & Shopping,0.8%,https://www.iGive.com/shop.mlb,Manual Check Required
Modell's,General Retail & Shopping,2.0%,https://www.iGive.com/modells,https://modells.com
Modern Bathroom,"Health, Beauty & Personal Care",2.4%,https://www.iGive.com/modern-bathroom,https://www.modernbathroom.com
