store_name,category,donation_rate,igive_url,actual_store_url
Webroot Software,"Electronics, Software & Office",2.0%,https://www.iGive.com/webroot,https://www.webroot.com
Wedgwood,General Retail & Shopping,2.4%,https://www.iGive.com/wedgwood,https://www.wedgwood.com
WeightWatchers,"Apparel, Shoes & Fashion",Special Rate,https://www.iGive.com/signup.weightwatchers,https://www.weightwatchers.com
WeightWatchers.ca,"Apparel, Shoes & Fashion",Special Rate,https://www.iGive.com/weight-watchers-ca,https://www.weightwatchers.com
Welry,"Apparel, Shoes & Fashion",2.0%,https://www.iGive.com/jewelry,Manual Check Required
West49,General Retail & Shopping,1.2%,https://www.iGive.com/west49,https://west49.com
Wet n Wild Beauty,"Health, Beauty & Personal Care",2.4%,https://www.iGive.com/wetnwild,https://www.wetnwild.com
Whatever Works,General Retail & Shopping,2.0%,https://www.iGive.com/whatever-works,https://www.whateverworks.com
White + Warren,General Retail & Shopping,2.4%,https://www.iGive.com/white-warren,Manual Check Required
White House | Black Market,General Retail & Shopping,1.6%,https://www.iGive.com/white-house,https://www.whitehouse.com
White Mountain Products,General Retail & Shopping,2.4%,https://www.iGive.com/white-mountain-products,https://www.whitemountainproducts.com
Wholesale Chess,General Retail & Shopping,2.4%,https://www.iGive.com/wholesale-chess,https://www.wholesalechess.com
Wicked Good Cupcakes,General Retail & Shopping,2.4%,https://www.iGive.com/wicked-good-cupcakes,https://www.wickedgoodcupcakes.com
Willmaker,General Retail & Shopping,10.0%,https://www.iGive.com/willmaker,https://www.willmaker.com
WillowTree,General Retail & Shopping,2.0%,https://www.iGive.com/willowtree,https://www.willowtree.com
Wilson Sporting Goods,General Retail & Shopping,1.6%,https://www.iGive.com/wilson,Manual Check Required
Wilsons Leather,General Retail & Shopping,2.8%,https://www.iGive.com/wilsons-leather,https://www.wilsonsleather.com
Winc,General Retail & Shopping,4.0%,https://www.iGive.com/winc,https://www.winc.com
Windsor,General Retail & Shopping,1.6%,https://www.iGive.com/windsor,Manual Check Required
Windy City Novelties,General Retail & Shopping,3.2%,https://www.iGive.com/windy-city,https://www.windycity.com
Wine Access,"Food, Wine & Gifts",0.8%,https://www.iGive.com/wine-access,https://www.wineaccess.com
Wine Awesomeness,"Food, Wine & Gifts",3.2%,https://www.iGive.com/wine-awesomeness,https://wineinsiders.com
Wine Enthusiast,"Food, Wine & Gifts",1.2%,https://www.iGive.com/Wine-Enthusiast,Manual Check Required
Wine Insiders,"Food, Wine & Gifts",Special Rate,https://www.iGive.com/wine-insiders,https://wineinsiders.com
Wine.com,"Food, Wine & Gifts",0.8%,https://www.iGive.com/wine,https://www.wine.com
Winky Lux,"Electronics, Software & Office",3.2%,https://www.iGive.com/winky-lux,https://winkylux.com
Wish,General Retail & Shopping,1.6%,https://www.iGive.com/wish,https://www.wish.com
WishGarden Herbs,"Home, Garden & Appliances",0.8%,https://www.iGive.com/wishgarden,https://wishgarden.com
WND&WVS,General Retail & Shopping,2.4%,https://www.iGive.com/wnd-wvs,Manual Check Required
Wolfermans,General Retail & Shopping,1.2%,https://www.iGive.com/wolfermans,https://www.wolfermans.com
Wolters Kluwer Legal & Regulatory US,General Retail & Shopping,4.0%,https://www.iGive.com/wolters-kluwer,https://www.wolterskluwer.com
Woodwind & Brasswind,"Apparel, Shoes & Fashion",2.0%,https://www.iGive.com/woodwind-brasswind,Manual Check Required
Wooflinen,General Retail & Shopping,5.2%,https://www.iGive.com/wooflinen,https://wooflinen.com
World Nutrition Inc.,"Health, Beauty & Personal Care",8.0%,https://www.iGive.com/world-nutrition,Manual Check Required
World Wide Stereo,General Retail & Shopping,1.2%,https://www.iGive.com/world-wide-stereo,https://www.worldwidestereo.com
Wrangler,"Apparel, Shoes & Fashion",0.8%,https://www.iGive.com/wrangler,https://www.wrangler.com
Xfinity Mobile,"Electronics, Software & Office",Special Rate,https://www.iGive.com/xfinity,Manual Check Required
Xtrema,General Retail & Shopping,2.0%,https://www.iGive.com/xtrema,https://xtrema.com
Yaasa,General Retail & Shopping,2.4%,https://www.iGive.com/yaasa,https://yaasa.com
YOOX.COM,General Retail & Shopping,1.2%,https://www.iGive.com/yoox,https://www.yoox.com
YOSUDA,General Retail & Shopping,2.0%,https://www.iGive.com/yosuda,https://www.kessudaholistichealing.com
Young Explorers,General Retail & Shopping,2.0%,https://www.iGive.com/young-explorers,https://www.youngexplorers.com
YSL Beauty Canada,"Health, Beauty & Personal Care",1.6%,https://www.iGive.com/ysl-beauty-canada,Manual Check Required
Yumi Kim,General Retail & Shopping,1.6%,https://www.iGive.com/yumi-kim,https://yumikim.com
ZAGG,General Retail & Shopping,2.4%,https://www.iGive.com/zagg,https://www.zagg.com
Zappos,"Electronics, Software & Office",0.8%,https://www.iGive.com/zappos,https://www.zappos.com
Zavvi,General Retail & Shopping,0.4%,https://www.iGive.com/zavvi,https://www.zavvi.com
ZOBHA,"Apparel, Shoes & Fashion",3.2%,https://www.iGive.com/zobha,https://www.zobha.com
Zoro,General Retail & Shopping,1.6%,https://www.iGive.com/zoro,Manual Check Required
Zotto Sleep,General Retail & Shopping,2.0%,https://www.iGive.com/zotto,https://zottosleep.com
